Date_Key,Date,Day,Week,Month,Quarter,Year,Fiscal_Period,Fiscal_Quarter,Fiscal_Year
20250328,2025-03-28,28,13,3,1,2025,3,1,2025
20250329,2025-03-29,29,13,3,1,2025,3,1,2025
20250330,2025-03-30,30,13,3,1,2025,3,1,2025
20250331,2025-03-31,31,14,3,1,2025,3,1,2025
20250401,2025-04-01,1,14,4,2,2025,4,2,2025
20250402,2025-04-02,2,14,4,2,2025,4,2,2025
20250403,2025-04-03,3,14,4,2,2025,4,2,2025
20250404,2025-04-04,4,14,4,2,2025,4,2,2025
20250405,2025-04-05,5,14,4,2,2025,4,2,2025
20250406,2025-04-06,6,14,4,2,2025,4,2,2025
20250407,2025-04-07,7,15,4,2,2025,4,2,2025
20250408,2025-04-08,8,15,4,2,2025,4,2,2025
20250409,2025-04-09,9,15,4,2,2025,4,2,2025
20250410,2025-04-10,10,15,4,2,2025,4,2,2025
20250411,2025-04-11,11,15,4,2,2025,4,2,2025
20250412,2025-04-12,12,15,4,2,2025,4,2,2025
20250413,2025-04-13,13,15,4,2,2025,4,2,2025
20250414,2025-04-14,14,16,4,2,2025,4,2,2025
20250415,2025-04-15,15,16,4,2,2025,4,2,2025
20250416,2025-04-16,16,16,4,2,2025,4,2,2025
20250417,2025-04-17,17,16,4,2,2025,4,2,2025
20250418,2025-04-18,18,16,4,2,2025,4,2,2025
20250419,2025-04-19,19,16,4,2,2025,4,2,2025
20250420,2025-04-20,20,16,4,2,2025,4,2,2025
20250421,2025-04-21,21,17,4,2,2025,4,2,2025
20250422,2025-04-22,22,17,4,2,2025,4,2,2025
20250423,2025-04-23,23,17,4,2,2025,4,2,2025
20250424,2025-04-24,24,17,4,2,2025,4,2,2025
20250425,2025-04-25,25,17,4,2,2025,4,2,2025
20250426,2025-04-26,26,17,4,2,2025,4,2,2025
20250427,2025-04-27,27,17,4,2,2025,4,2,2025
20250428,2025-04-28,28,18,4,2,2025,4,2,2025
20250429,2025-04-29,29,18,4,2,2025,4,2,2025
20250430,2025-04-30,30,18,4,2,2025,4,2,2025
20250501,2025-05-01,1,18,5,2,2025,5,2,2025
20250502,2025-05-02,2,18,5,2,2025,5,2,2025
20250503,2025-05-03,3,18,5,2,2025,5,2,2025
20250504,2025-05-04,4,18,5,2,2025,5,2,2025
20250505,2025-05-05,5,19,5,2,2025,5,2,2025
20250506,2025-05-06,6,19,5,2,2025,5,2,2025
20250507,2025-05-07,7,19,5,2,2025,5,2,2025
20250508,2025-05-08,8,19,5,2,2025,5,2,2025
20250509,2025-05-09,9,19,5,2,2025,5,2,2025
20250510,2025-05-10,10,19,5,2,2025,5,2,2025
20250511,2025-05-11,11,19,5,2,2025,5,2,2025
20250512,2025-05-12,12,20,5,2,2025,5,2,2025
20250513,2025-05-13,13,20,5,2,2025,5,2,2025
20250514,2025-05-14,14,20,5,2,2025,5,2,2025
20250515,2025-05-15,15,20,5,2,2025,5,2,2025
20250516,2025-05-16,16,20,5,2,2025,5,2,2025
20250517,2025-05-17,17,20,5,2,2025,5,2,2025
20250518,2025-05-18,18,20,5,2,2025,5,2,2025
20250519,2025-05-19,19,21,5,2,2025,5,2,2025
20250520,2025-05-20,20,21,5,2,2025,5,2,2025
20250521,2025-05-21,21,21,5,2,2025,5,2,2025
20250522,2025-05-22,22,21,5,2,2025,5,2,2025
20250523,2025-05-23,23,21,5,2,2025,5,2,2025
20250524,2025-05-24,24,21,5,2,2025,5,2,2025
20250525,2025-05-25,25,21,5,2,2025,5,2,2025
20250526,2025-05-26,26,22,5,2,2025,5,2,2025
20250527,2025-05-27,27,22,5,2,2025,5,2,2025
20250528,2025-05-28,28,22,5,2,2025,5,2,2025
20250529,2025-05-29,29,22,5,2,2025,5,2,2025
20250530,2025-05-30,30,22,5,2,2025,5,2,2025
20250531,2025-05-31,31,22,5,2,2025,5,2,2025
20250601,2025-06-01,1,22,6,2,2025,6,2,2025
20250602,2025-06-02,2,23,6,2,2025,6,2,2025
20250603,2025-06-03,3,23,6,2,2025,6,2,2025
20250604,2025-06-04,4,23,6,2,2025,6,2,2025
20250605,2025-06-05,5,23,6,2,2025,6,2,2025
20250606,2025-06-06,6,23,6,2,2025,6,2,2025
20250607,2025-06-07,7,23,6,2,2025,6,2,2025
20250608,2025-06-08,8,23,6,2,2025,6,2,2025
20250609,2025-06-09,9,24,6,2,2025,6,2,2025
20250610,2025-06-10,10,24,6,2,2025,6,2,2025
20250611,2025-06-11,11,24,6,2,2025,6,2,2025
20250612,2025-06-12,12,24,6,2,2025,6,2,2025
20250613,2025-06-13,13,24,6,2,2025,6,2,2025
20250614,2025-06-14,14,24,6,2,2025,6,2,2025
20250615,2025-06-15,15,24,6,2,2025,6,2,2025
20250616,2025-06-16,16,25,6,2,2025,6,2,2025
20250617,2025-06-17,17,25,6,2,2025,6,2,2025
20250618,2025-06-18,18,25,6,2,2025,6,2,2025
20250619,2025-06-19,19,25,6,2,2025,6,2,2025
20250620,2025-06-20,20,25,6,2,2025,6,2,2025
20250621,2025-06-21,21,25,6,2,2025,6,2,2025
20250622,2025-06-22,22,25,6,2,2025,6,2,2025
20250623,2025-06-23,23,26,6,2,2025,6,2,2025
20250624,2025-06-24,24,26,6,2,2025,6,2,2025
20250625,2025-06-25,25,26,6,2,2025,6,2,2025
20250626,2025-06-26,26,26,6,2,2025,6,2,2025
20250627,2025-06-27,27,26,6,2,2025,6,2,2025
20250628,2025-06-28,28,26,6,2,2025,6,2,2025
20250629,2025-06-29,29,26,6,2,2025,6,2,2025
20250630,2025-06-30,30,27,6,2,2025,6,2,2025
20250701,2025-07-01,1,27,7,3,2025,7,3,2025
20250702,2025-07-02,2,27,7,3,2025,7,3,2025
20250703,2025-07-03,3,27,7,3,2025,7,3,2025
20250704,2025-07-04,4,27,7,3,2025,7,3,2025
20250705,2025-07-05,5,27,7,3,2025,7,3,2025
20250706,2025-07-06,6,27,7,3,2025,7,3,2025
20250707,2025-07-07,7,28,7,3,2025,7,3,2025
20250708,2025-07-08,8,28,7,3,2025,7,3,2025
20250709,2025-07-09,9,28,7,3,2025,7,3,2025
20250710,2025-07-10,10,28,7,3,2025,7,3,2025
20250711,2025-07-11,11,28,7,3,2025,7,3,2025
20250712,2025-07-12,12,28,7,3,2025,7,3,2025
20250713,2025-07-13,13,28,7,3,2025,7,3,2025
20250714,2025-07-14,14,29,7,3,2025,7,3,2025
20250715,2025-07-15,15,29,7,3,2025,7,3,2025
20250716,2025-07-16,16,29,7,3,2025,7,3,2025
20250717,2025-07-17,17,29,7,3,2025,7,3,2025
20250718,2025-07-18,18,29,7,3,2025,7,3,2025
20250719,2025-07-19,19,29,7,3,2025,7,3,2025
20250720,2025-07-20,20,29,7,3,2025,7,3,2025
20250721,2025-07-21,21,30,7,3,2025,7,3,2025
20250722,2025-07-22,22,30,7,3,2025,7,3,2025
20250723,2025-07-23,23,30,7,3,2025,7,3,2025
20250724,2025-07-24,24,30,7,3,2025,7,3,2025
20250725,2025-07-25,25,30,7,3,2025,7,3,2025
20250726,2025-07-26,26,30,7,3,2025,7,3,2025
20250727,2025-07-27,27,30,7,3,2025,7,3,2025
20250728,2025-07-28,28,31,7,3,2025,7,3,2025
20250729,2025-07-29,29,31,7,3,2025,7,3,2025
20250730,2025-07-30,30,31,7,3,2025,7,3,2025
20250731,2025-07-31,31,31,7,3,2025,7,3,2025
20250801,2025-08-01,1,31,8,3,2025,8,3,2025
20250802,2025-08-02,2,31,8,3,2025,8,3,2025
20250803,2025-08-03,3,31,8,3,2025,8,3,2025
20250804,2025-08-04,4,32,8,3,2025,8,3,2025
20250805,2025-08-05,5,32,8,3,2025,8,3,2025
20250806,2025-08-06,6,32,8,3,2025,8,3,2025
20250807,2025-08-07,7,32,8,3,2025,8,3,2025
20250808,2025-08-08,8,32,8,3,2025,8,3,2025
20250809,2025-08-09,9,32,8,3,2025,8,3,2025
20250810,2025-08-10,10,32,8,3,2025,8,3,2025
20250811,2025-08-11,11,33,8,3,2025,8,3,2025
20250812,2025-08-12,12,33,8,3,2025,8,3,2025
20250813,2025-08-13,13,33,8,3,2025,8,3,2025
20250814,2025-08-14,14,33,8,3,2025,8,3,2025
20250815,2025-08-15,15,33,8,3,2025,8,3,2025
20250816,2025-08-16,16,33,8,3,2025,8,3,2025
20250817,2025-08-17,17,33,8,3,2025,8,3,2025
20250818,2025-08-18,18,34,8,3,2025,8,3,2025
20250819,2025-08-19,19,34,8,3,2025,8,3,2025
20250820,2025-08-20,20,34,8,3,2025,8,3,2025
20250821,2025-08-21,21,34,8,3,2025,8,3,2025
20250822,2025-08-22,22,34,8,3,2025,8,3,2025
20250823,2025-08-23,23,34,8,3,2025,8,3,2025
20250824,2025-08-24,24,34,8,3,2025,8,3,2025
20250825,2025-08-25,25,35,8,3,2025,8,3,2025
20250826,2025-08-26,26,35,8,3,2025,8,3,2025
20250827,2025-08-27,27,35,8,3,2025,8,3,2025
20250828,2025-08-28,28,35,8,3,2025,8,3,2025
20250829,2025-08-29,29,35,8,3,2025,8,3,2025
20250830,2025-08-30,30,35,8,3,2025,8,3,2025
20250831,2025-08-31,31,35,8,3,2025,8,3,2025
20250901,2025-09-01,1,36,9,3,2025,9,3,2025
20250902,2025-09-02,2,36,9,3,2025,9,3,2025
20250903,2025-09-03,3,36,9,3,2025,9,3,2025
20250904,2025-09-04,4,36,9,3,2025,9,3,2025
20250905,2025-09-05,5,36,9,3,2025,9,3,2025
20250906,2025-09-06,6,36,9,3,2025,9,3,2025
20250907,2025-09-07,7,36,9,3,2025,9,3,2025
20250908,2025-09-08,8,37,9,3,2025,9,3,2025
20250909,2025-09-09,9,37,9,3,2025,9,3,2025
20250910,2025-09-10,10,37,9,3,2025,9,3,2025
20250911,2025-09-11,11,37,9,3,2025,9,3,2025
20250912,2025-09-12,12,37,9,3,2025,9,3,2025
20250913,2025-09-13,13,37,9,3,2025,9,3,2025
20250914,2025-09-14,14,37,9,3,2025,9,3,2025
20250915,2025-09-15,15,38,9,3,2025,9,3,2025
20250916,2025-09-16,16,38,9,3,2025,9,3,2025
20250917,2025-09-17,17,38,9,3,2025,9,3,2025
20250918,2025-09-18,18,38,9,3,2025,9,3,2025
20250919,2025-09-19,19,38,9,3,2025,9,3,2025
20250920,2025-09-20,20,38,9,3,2025,9,3,2025
20250921,2025-09-21,21,38,9,3,2025,9,3,2025
20250922,2025-09-22,22,39,9,3,2025,9,3,2025
20250923,2025-09-23,23,39,9,3,2025,9,3,2025
20250924,2025-09-24,24,39,9,3,2025,9,3,2025
20250925,2025-09-25,25,39,9,3,2025,9,3,2025
20250926,2025-09-26,26,39,9,3,2025,9,3,2025
20250927,2025-09-27,27,39,9,3,2025,9,3,2025
20250928,2025-09-28,28,39,9,3,2025,9,3,2025
20250929,2025-09-29,29,40,9,3,2025,9,3,2025
20250930,2025-09-30,30,40,9,3,2025,9,3,2025
20251001,2025-10-01,1,40,10,4,2025,10,4,2025
20251002,2025-10-02,2,40,10,4,2025,10,4,2025
20251003,2025-10-03,3,40,10,4,2025,10,4,2025
20251004,2025-10-04,4,40,10,4,2025,10,4,2025
20251005,2025-10-05,5,40,10,4,2025,10,4,2025
20251006,2025-10-06,6,41,10,4,2025,10,4,2025
20251007,2025-10-07,7,41,10,4,2025,10,4,2025
20251008,2025-10-08,8,41,10,4,2025,10,4,2025
20251009,2025-10-09,9,41,10,4,2025,10,4,2025
20251010,2025-10-10,10,41,10,4,2025,10,4,2025
20251011,2025-10-11,11,41,10,4,2025,10,4,2025
20251012,2025-10-12,12,41,10,4,2025,10,4,2025
20251013,2025-10-13,13,42,10,4,2025,10,4,2025
20251014,2025-10-14,14,42,10,4,2025,10,4,2025
20251015,2025-10-15,15,42,10,4,2025,10,4,2025
20251016,2025-10-16,16,42,10,4,2025,10,4,2025
20251017,2025-10-17,17,42,10,4,2025,10,4,2025
20251018,2025-10-18,18,42,10,4,2025,10,4,2025
20251019,2025-10-19,19,42,10,4,2025,10,4,2025
20251020,2025-10-20,20,43,10,4,2025,10,4,2025
20251021,2025-10-21,21,43,10,4,2025,10,4,2025
20251022,2025-10-22,22,43,10,4,2025,10,4,2025
20251023,2025-10-23,23,43,10,4,2025,10,4,2025
20251024,2025-10-24,24,43,10,4,2025,10,4,2025
20251025,2025-10-25,25,43,10,4,2025,10,4,2025
20251026,2025-10-26,26,43,10,4,2025,10,4,2025
20251027,2025-10-27,27,44,10,4,2025,10,4,2025
20251028,2025-10-28,28,44,10,4,2025,10,4,2025
20251029,2025-10-29,29,44,10,4,2025,10,4,2025
20251030,2025-10-30,30,44,10,4,2025,10,4,2025
20251031,2025-10-31,31,44,10,4,2025,10,4,2025
20251101,2025-11-01,1,44,11,4,2025,11,4,2025
20251102,2025-11-02,2,44,11,4,2025,11,4,2025
20251103,2025-11-03,3,45,11,4,2025,11,4,2025
20251104,2025-11-04,4,45,11,4,2025,11,4,2025
20251105,2025-11-05,5,45,11,4,2025,11,4,2025
20251106,2025-11-06,6,45,11,4,2025,11,4,2025
20251107,2025-11-07,7,45,11,4,2025,11,4,2025
20251108,2025-11-08,8,45,11,4,2025,11,4,2025
20251109,2025-11-09,9,45,11,4,2025,11,4,2025
20251110,2025-11-10,10,46,11,4,2025,11,4,2025
20251111,2025-11-11,11,46,11,4,2025,11,4,2025
20251112,2025-11-12,12,46,11,4,2025,11,4,2025
20251113,2025-11-13,13,46,11,4,2025,11,4,2025
20251114,2025-11-14,14,46,11,4,2025,11,4,2025
20251115,2025-11-15,15,46,11,4,2025,11,4,2025
20251116,2025-11-16,16,46,11,4,2025,11,4,2025
20251117,2025-11-17,17,47,11,4,2025,11,4,2025
20251118,2025-11-18,18,47,11,4,2025,11,4,2025
20251119,2025-11-19,19,47,11,4,2025,11,4,2025
20251120,2025-11-20,20,47,11,4,2025,11,4,2025
20251121,2025-11-21,21,47,11,4,2025,11,4,2025
20251122,2025-11-22,22,47,11,4,2025,11,4,2025
20251123,2025-11-23,23,47,11,4,2025,11,4,2025
20251124,2025-11-24,24,48,11,4,2025,11,4,2025
20251125,2025-11-25,25,48,11,4,2025,11,4,2025
20251126,2025-11-26,26,48,11,4,2025,11,4,2025
20251127,2025-11-27,27,48,11,4,2025,11,4,2025
20251128,2025-11-28,28,48,11,4,2025,11,4,2025
20251129,2025-11-29,29,48,11,4,2025,11,4,2025
20251130,2025-11-30,30,48,11,4,2025,11,4,2025
20251201,2025-12-01,1,49,12,4,2025,12,4,2025
20251202,2025-12-02,2,49,12,4,2025,12,4,2025
20251203,2025-12-03,3,49,12,4,2025,12,4,2025
20251204,2025-12-04,4,49,12,4,2025,12,4,2025
20251205,2025-12-05,5,49,12,4,2025,12,4,2025
20251206,2025-12-06,6,49,12,4,2025,12,4,2025
20251207,2025-12-07,7,49,12,4,2025,12,4,2025
20251208,2025-12-08,8,50,12,4,2025,12,4,2025
20251209,2025-12-09,9,50,12,4,2025,12,4,2025
20251210,2025-12-10,10,50,12,4,2025,12,4,2025
20251211,2025-12-11,11,50,12,4,2025,12,4,2025
20251212,2025-12-12,12,50,12,4,2025,12,4,2025
20251213,2025-12-13,13,50,12,4,2025,12,4,2025
20251214,2025-12-14,14,50,12,4,2025,12,4,2025
20251215,2025-12-15,15,51,12,4,2025,12,4,2025
20251216,2025-12-16,16,51,12,4,2025,12,4,2025
20251217,2025-12-17,17,51,12,4,2025,12,4,2025
20251218,2025-12-18,18,51,12,4,2025,12,4,2025
20251219,2025-12-19,19,51,12,4,2025,12,4,2025
20251220,2025-12-20,20,51,12,4,2025,12,4,2025
20251221,2025-12-21,21,51,12,4,2025,12,4,2025
20251222,2025-12-22,22,52,12,4,2025,12,4,2025
