Customer_ID,Period,Rebate_Rate,Rebate_Amount,Rebate_Program_ID
C00004,2024-10-01,0.0567,2127.79,RP0004
C00004,2024-11-01,0.0567,4229.78,RP0004
C00004,2024-12-01,0.0567,2408.64,RP0004
C00004,2025-01-01,0.0567,4126.35,RP0004
C00004,2025-02-01,0.0567,2554.82,RP0004
C00004,2025-03-01,0.0567,2342.94,RP0004
C00004,2025-04-01,0.0567,4351.66,RP0004
C00004,2025-05-01,0.0567,3290.21,RP0004
C00004,2025-06-01,0.0567,3092.14,RP0004
C00004,2025-07-01,0.0567,7821.22,RP0004
C00004,2025-08-01,0.0567,2388.53,RP0004
C00004,2025-09-01,0.0567,737.3,RP0004
C00004,2025-10-01,0.0567,5456.72,RP0004
C00004,2025-11-01,0.0567,4495.14,RP0004
C00004,2025-12-01,0.0567,529.19,RP0004
C00004,2026-01-01,0.0567,4751.44,RP0004
C00004,2026-02-01,0.0567,6654.16,RP0004
C00004,2026-03-01,0.0567,4149.24,RP0004
C00004,2026-04-01,0.0567,2310.18,RP0004
C00004,2026-05-01,0.0567,3620.36,RP0004
C00004,2026-06-01,0.0567,3228.4,RP0004
C00004,2026-07-01,0.0567,8017.37,RP0004
C00004,2026-08-01,0.0567,1480.68,RP0004
C00005,2024-09-01,0.0501,3223.68,RP0005
C00005,2024-10-01,0.0501,958.9,RP0005
C00005,2024-11-01,0.0501,1796.64,RP0005
C00005,2024-12-01,0.0501,1417.0,RP0005
C00005,2025-01-01,0.0501,2101.22,RP0005
C00005,2025-02-01,0.0501,3537.87,RP0005
C00005,2025-03-01,0.0501,2321.83,RP0005
C00005,2025-04-01,0.0501,3893.96,RP0005
C00005,2025-05-01,0.0501,4049.73,RP0005
C00005,2025-06-01,0.0501,2658.27,RP0005
C00005,2025-07-01,0.0501,3871.96,RP0005
C00005,2025-08-01,0.0501,879.2,RP0005
C00005,2025-09-01,0.0501,859.85,RP0005
C00005,2025-10-01,0.0501,1463.77,RP0005
C00005,2025-11-01,0.0501,1789.99,RP0005
C00005,2025-12-01,0.0501,2271.27,RP0005
C00005,2026-01-01,0.0501,1033.26,RP0005
C00005,2026-02-01,0.0501,1141.72,RP0005
C00005,2026-03-01,0.0501,1414.49,RP0005
C00005,2026-04-01,0.0501,3312.78,RP0005
C00005,2026-05-01,0.0501,3080.44,RP0005
C00005,2026-06-01,0.0501,2673.67,RP0005
C00005,2026-07-01,0.0501,1352.59,RP0005
C00005,2026-08-01,0.0501,761.05,RP0005
C00006,2024-09-01,0.0453,567.03,RP0006
C00006,2024-10-01,0.0453,994.28,RP0006
C00006,2024-11-01,0.0453,707.41,RP0006
C00006,2024-12-01,0.0453,2240.18,RP0006
C00006,2025-01-01,0.0453,2265.39,RP0006
C00006,2025-02-01,0.0453,1351.86,RP0006
C00006,2025-03-01,0.0453,1931.47,RP0006
C00006,2025-04-01,0.0453,1591.51,RP0006
C00006,2025-05-01,0.0453,2561.76,RP0006
C00006,2025-06-01,0.0453,577.3,RP0006
C00006,2025-07-01,0.0453,1382.45,RP0006
C00006,2025-08-01,0.0453,1249.93,RP0006
C00006,2025-09-01,0.0453,691.08,RP0006
C00006,2025-10-01,0.0453,1282.87,RP0006
C00006,2025-11-01,0.0453,1584.93,RP0006
C00006,2025-12-01,0.0453,598.45,RP0006
C00006,2026-01-01,0.0453,1771.06,RP0006
C00006,2026-02-01,0.0453,1274.86,RP0006
C00006,2026-03-01,0.0453,1433.9,RP0006
C00006,2026-04-01,0.0453,2430.73,RP0006
C00006,2026-05-01,0.0453,2894.92,RP0006
C00006,2026-06-01,0.0453,2887.86,RP0006
C00006,2026-07-01,0.0453,1202.96,RP0006
C00006,2026-08-01,0.0453,255.91,RP0006
C00007,2024-09-01,0.0444,1431.6,RP0007
C00007,2024-10-01,0.0444,1248.87,RP0007
C00007,2024-11-01,0.0444,2355.04,RP0007
C00007,2024-12-01,0.0444,1320.45,RP0007
C00007,2025-01-01,0.0444,1499.35,RP0007
C00007,2025-02-01,0.0444,1579.97,RP0007
C00007,2025-03-01,0.0444,2249.39,RP0007
C00007,2025-04-01,0.0444,1147.06,RP0007
C00007,2025-05-01,0.0444,2258.11,RP0007
C00007,2025-06-01,0.0444,955.82,RP0007
C00007,2025-07-01,0.0444,2252.86,RP0007
C00007,2025-08-01,0.0444,971.99,RP0007
C00007,2025-09-01,0.0444,1844.72,RP0007
C00007,2025-10-01,0.0444,2323.45,RP0007
C00007,2025-11-01,0.0444,233.35,RP0007
C00007,2025-12-01,0.0444,1338.09,RP0007
C00007,2026-01-01,0.0444,1506.15,RP0007
C00007,2026-02-01,0.0444,1624.29,RP0007
C00007,2026-03-01,0.0444,2741.36,RP0007
C00007,2026-04-01,0.0444,1405.63,RP0007
C00007,2026-05-01,0.0444,2455.62,RP0007
C00007,2026-06-01,0.0444,3628.66,RP0007
C00007,2026-07-01,0.0444,2261.32,RP0007
C00007,2026-08-01,0.0444,2252.9,RP0007
C00008,2024-09-01,0.0456,191.65,RP0008
C00008,2024-10-01,0.0456,457.86,RP0008
C00008,2024-11-01,0.0456,1216.72,RP0008
C00008,2024-12-01,0.0456,497.14,RP0008
C00008,2025-01-01,0.0456,978.8,RP0008
C00008,2025-02-01,0.0456,2305.63,RP0008
C00008,2025-03-01,0.0456,1930.31,RP0008
C00008,2025-04-01,0.0456,1183.35,RP0008
C00008,2025-05-01,0.0456,605.12,RP0008
C00008,2025-06-01,0.0456,2157.5,RP0008
C00008,2025-07-01,0.0456,30.62,RP0008
C00008,2025-08-01,0.0456,1486.81,RP0008
C00008,2025-09-01,0.0456,1066.27,RP0008
C00008,2025-10-01,0.0456,945.68,RP0008
C00008,2025-11-01,0.0456,2920.65,RP0008
C00008,2025-12-01,0.0456,919.44,RP0008
C00008,2026-01-01,0.0456,1063.95,RP0008
C00008,2026-02-01,0.0456,2237.93,RP0008
C00008,2026-03-01,0.0456,809.65,RP0008
C00008,2026-04-01,0.0456,3329.46,RP0008
C00008,2026-05-01,0.0456,2004.45,RP0008
C00008,2026-06-01,0.0456,2163.51,RP0008
C00008,2026-07-01,0.0456,1057.23,RP0008
C00008,2026-08-01,0.0456,441.24,RP0008
C00009,2024-09-01,0.0513,944.07,RP0009
C00009,2024-10-01,0.0513,3101.64,RP0009
C00009,2024-11-01,0.0513,1503.82,RP0009
C00009,2024-12-01,0.0513,1490.73,RP0009
C00009,2025-01-01,0.0513,580.93,RP0009
C00009,2025-02-01,0.0513,1360.9,RP0009
C00009,2025-03-01,0.0513,553.52,RP0009
C00009,2025-04-01,0.0513,149.17,RP0009
C00009,2025-05-01,0.0513,2440.09,RP0009
C00009,2025-06-01,0.0513,1958.93,RP0009
C00009,2025-07-01,0.0513,254.08,RP0009
C00009,2025-08-01,0.0513,618.18,RP0009
C00009,2025-09-01,0.0513,528.35,RP0009
C00009,2025-10-01,0.0513,3411.67,RP0009
C00009,2025-11-01,0.0513,2155.42,RP0009
C00009,2025-12-01,0.0513,1421.82,RP0009
C00009,2026-01-01,0.0513,1553.57,RP0009
C00009,2026-02-01,0.0513,83.32,RP0009
C00009,2026-03-01,0.0513,2261.27,RP0009
C00009,2026-04-01,0.0513,1764.06,RP0009
C00009,2026-05-01,0.0513,898.67,RP0009
C00009,2026-06-01,0.0513,1362.81,RP0009
C00009,2026-07-01,0.0513,651.15,RP0009
C00009,2026-08-01,0.0513,1009.87,RP0009
C00010,2024-09-01,0.0567,1525.88,RP0010
C00010,2024-10-01,0.0567,961.99,RP0010
C00010,2024-11-01,0.0567,1062.32,RP0010
C00010,2024-12-01,0.0567,1207.27,RP0010
C00010,2025-01-01,0.0567,1271.14,RP0010
C00010,2025-02-01,0.0567,1829.12,RP0010
C00010,2025-03-01,0.0567,1727.32,RP0010
C00010,2025-04-01,0.0567,972.11,RP0010
C00010,2025-05-01,0.0567,2311.79,RP0010
C00010,2025-06-01,0.0567,1012.91,RP0010
C00010,2025-07-01,0.0567,3880.14,RP0010
C00010,2025-08-01,0.0567,2114.38,RP0010
C00010,2025-09-01,0.0567,2345.7,RP0010
C00010,2025-10-01,0.0567,1941.47,RP0010
C00010,2025-11-01,0.0567,1528.01,RP0010
C00010,2025-12-01,0.0567,3596.42,RP0010
C00010,2026-01-01,0.0567,825.86,RP0010
C00010,2026-02-01,0.0567,1828.06,RP0010
C00010,2026-03-01,0.0567,1900.2,RP0010
C00010,2026-04-01,0.0567,973.65,RP0010
C00010,2026-05-01,0.0567,2043.08,RP0010
C00010,2026-06-01,0.0567,1077.12,RP0010
C00010,2026-07-01,0.0567,2044.87,RP0010
C00010,2026-08-01,0.0567,415.32,RP0010
C00011,2024-09-01,0.0463,3869.68,RP0011
C00011,2024-10-01,0.0463,3036.59,RP0011
C00011,2024-11-01,0.0463,2661.21,RP0011
C00011,2024-12-01,0.0463,1221.68,RP0011
C00011,2025-01-01,0.0463,1455.15,RP0011
C00011,2025-02-01,0.0463,3078.51,RP0011
C00011,2025-03-01,0.0463,1469.27,RP0011
C00011,2025-04-01,0.0463,1493.14,RP0011
C00011,2025-05-01,0.0463,544.23,RP0011
C00011,2025-06-01,0.0463,3564.6,RP0011
C00011,2025-07-01,0.0463,1942.64,RP0011
C00011,2025-08-01,0.0463,978.69,RP0011
C00011,2025-09-01,0.0463,764.85,RP0011
C00011,2025-10-01,0.0463,1877.59,RP0011
C00011,2025-11-01,0.0463,2312.21,RP0011
C00011,2025-12-01,0.0463,646.84,RP0011
C00011,2026-01-01,0.0463,1392.02,RP0011
C00011,2026-02-01,0.0463,370.53,RP0011
C00011,2026-03-01,0.0463,1376.29,RP0011
C00011,2026-04-01,0.0463,1361.17,RP0011
C00011,2026-05-01,0.0463,848.25,RP0011
C00011,2026-06-01,0.0463,562.12,RP0011
C00011,2026-07-01,0.0463,1437.92,RP0011
C00011,2026-08-01,0.0463,1508.65,RP0011
C00012,2024-09-01,0.0412,1376.5,RP0012
C00012,2024-10-01,0.0412,2431.72,RP0012
C00012,2024-11-01,0.0412,898.81,RP0012
C00012,2024-12-01,0.0412,815.7,RP0012
C00012,2025-01-01,0.0412,1047.3,RP0012
C00012,2025-02-01,0.0412,457.6,RP0012
C00012,2025-03-01,0.0412,746.39,RP0012
C00012,2025-04-01,0.0412,151.89,RP0012
C00012,2025-05-01,0.0412,1272.12,RP0012
C00012,2025-06-01,0.0412,714.33,RP0012
C00012,2025-07-01,0.0412,1947.36,RP0012
C00012,2025-08-01,0.0412,1658.15,RP0012
C00012,2025-09-01,0.0412,1248.28,RP0012
C00012,2025-10-01,0.0412,426.87,RP0012
C00012,2025-11-01,0.0412,752.73,RP0012
C00012,2025-12-01,0.0412,691.26,RP0012
C00012,2026-01-01,0.0412,921.29,RP0012
C00012,2026-02-01,0.0412,641.77,RP0012
C00012,2026-03-01,0.0412,767.89,RP0012
C00012,2026-04-01,0.0412,211.54,RP0012
C00012,2026-05-01,0.0412,974.42,RP0012
C00012,2026-06-01,0.0412,1134.61,RP0012
C00012,2026-07-01,0.0412,2024.9,RP0012
C00012,2026-08-01,0.0412,493.4,RP0012
C00013,2024-09-01,0.0409,1128.39,RP0013
C00013,2024-10-01,0.0409,1067.82,RP0013
C00013,2024-11-01,0.0409,700.81,RP0013
C00013,2024-12-01,0.0409,182.84,RP0013
C00013,2025-01-01,0.0409,2152.93,RP0013
C00013,2025-02-01,0.0409,2444.58,RP0013
C00013,2025-03-01,0.0409,1841.73,RP0013
C00013,2025-04-01,0.0409,1883.06,RP0013
C00013,2025-05-01,0.0409,961.86,RP0013
C00013,2025-06-01,0.0409,2142.7,RP0013
C00013,2025-07-01,0.0409,935.71,RP0013
C00013,2025-08-01,0.0409,556.3,RP0013
C00013,2025-09-01,0.0409,2835.91,RP0013
C00013,2025-10-01,0.0409,2516.36,RP0013
C00013,2025-11-01,0.0409,2262.0,RP0013
C00013,2025-12-01,0.0409,1541.6,RP0013
C00013,2026-01-01,0.0409,1149.09,RP0013
C00013,2026-02-01,0.0409,1938.84,RP0013
C00013,2026-03-01,0.0409,943.45,RP0013
C00013,2026-04-01,0.0409,2344.07,RP0013
C00013,2026-05-01,0.0409,847.04,RP0013
C00013,2026-06-01,0.0409,1894.17,RP0013
C00013,2026-07-01,0.0409,1337.26,RP0013
C00013,2026-08-01,0.0409,1621.8,RP0013
C00014,2024-09-01,0.0537,542.8,RP0014
C00014,2024-10-01,0.0537,2558.45,RP0014
C00014,2024-11-01,0.0537,3096.69,RP0014
C00014,2024-12-01,0.0537,433.37,RP0014
C00014,2025-01-01,0.0537,134.61,RP0014
C00014,2025-02-01,0.0537,395.97,RP0014
C00014,2025-03-01,0.0537,3267.87,RP0014
C00014,2025-04-01,0.0537,1870.87,RP0014
C00014,2025-05-01,0.0537,2634.86,RP0014
C00014,2025-06-01,0.0537,1235.8,RP0014
C00014,2025-07-01,0.0537,962.24,RP0014
C00014,2025-08-01,0.0537,3430.35,RP0014
C00014,2025-09-01,0.0537,984.4,RP0014
C00014,2025-10-01,0.0537,4766.95,RP0014
C00014,2025-11-01,0.0537,531.47,RP0014
C00014,2025-12-01,0.0537,801.85,RP0014
C00014,2026-01-01,0.0537,1661.53,RP0014
C00014,2026-02-01,0.0537,1865.68,RP0014
C00014,2026-03-01,0.0537,777.2,RP0014
C00014,2026-04-01,0.0537,2730.32,RP0014
C00014,2026-05-01,0.0537,3119.3,RP0014
C00014,2026-06-01,0.0537,2038.22,RP0014
C00014,2026-07-01,0.0537,1177.3,RP0014
C00015,2024-09-01,0.0554,1703.7,RP0015
C00015,2024-10-01,0.0554,1027.26,RP0015
C00015,2024-11-01,0.0554,2396.66,RP0015
C00015,2024-12-01,0.0554,2091.08,RP0015
C00015,2025-01-01,0.0554,378.37,RP0015
C00015,2025-02-01,0.0554,3443.14,RP0015
C00015,2025-03-01,0.0554,661.45,RP0015
C00015,2025-04-01,0.0554,87.27,RP0015
C00015,2025-05-01,0.0554,696.14,RP0015
C00015,2025-06-01,0.0554,2237.49,RP0015
C00015,2025-07-01,0.0554,4380.9,RP0015
C00015,2025-08-01,0.0554,2923.53,RP0015
C00015,2025-09-01,0.0554,892.43,RP0015
C00015,2025-10-01,0.0554,1496.95,RP0015
C00015,2025-11-01,0.0554,1101.78,RP0015
C00015,2025-12-01,0.0554,2275.45,RP0015
C00015,2026-01-01,0.0554,1113.46,RP0015
C00015,2026-02-01,0.0554,1946.79,RP0015
C00015,2026-03-01,0.0554,1162.47,RP0015
C00015,2026-04-01,0.0554,1895.87,RP0015
C00015,2026-05-01,0.0554,1582.84,RP0015
C00015,2026-06-01,0.0554,126.44,RP0015
C00015,2026-07-01,0.0554,2103.61,RP0015
C00015,2026-08-01,0.0554,393.53,RP0015
C00016,2024-09-01,0.0171,127.72,RP0016
C00016,2024-11-01,0.0171,266.95,RP0016
C00016,2024-12-01,0.0171,143.65,RP0016
C00016,2025-02-01,0.0171,142.89,RP0016
C00016,2025-03-01,0.0171,186.92,RP0016
C00016,2025-04-01,0.0171,162.33,RP0016
C00016,2025-05-01,0.0171,254.02,RP0016
C00016,2025-06-01,0.0171,187.78,RP0016
C00016,2025-07-01,0.0171,234.07,RP0016
C00016,2025-08-01,0.0171,12.87,RP0016
C00016,2025-09-01,0.0171,95.75,RP0016
C00016,2025-10-01,0.0171,20.86,RP0016
C00016,2025-11-01,0.0171,92.92,RP0016
C00016,2025-12-01,0.0171,27.0,RP0016
C00016,2026-01-01,0.0171,17.39,RP0016
C00016,2026-02-01,0.0171,89.66,RP0016
C00016,2026-03-01,0.0171,143.46,RP0016
C00016,2026-04-01,0.0171,267.58,RP0016
C00016,2026-05-01,0.0171,188.89,RP0016
C00016,2026-06-01,0.0171,286.41,RP0016
C00016,2026-07-01,0.0171,160.42,RP0016
C00016,2026-08-01,0.0171,133.29,RP0016
C00017,2024-10-01,0.0269,52.36,RP0017
C00017,2024-11-01,0.0269,37.88,RP0017
C00017,2024-12-01,0.0269,136.51,RP0017
C00017,2025-01-01,0.0269,50.96,RP0017
C00017,2025-02-01,0.0269,36.88,RP0017
C00017,2025-03-01,0.0269,464.67,RP0017
C00017,2025-04-01,0.0269,143.16,RP0017
C00017,2025-05-01,0.0269,484.71,RP0017
C00017,2025-06-01,0.0269,326.0,RP0017
C00017,2025-07-01,0.0269,266.6,RP0017
C00017,2025-08-01,0.0269,35.22,RP0017
C00017,2025-09-01,0.0269,332.64,RP0017
C00017,2025-10-01,0.0269,120.96,RP0017
C00017,2025-11-01,0.0269,177.48,RP0017
C00017,2025-12-01,0.0269,333.35,RP0017
C00017,2026-01-01,0.0269,114.8,RP0017
C00017,2026-02-01,0.0269,166.59,RP0017
C00017,2026-03-01,0.0269,101.13,RP0017
C00017,2026-04-01,0.0269,122.69,RP0017
C00017,2026-05-01,0.0269,20.02,RP0017
C00017,2026-06-01,0.0269,60.53,RP0017
C00017,2026-07-01,0.0269,279.15,RP0017
C00017,2026-08-01,0.0269,366.01,RP0017
C00018,2024-09-01,0.0179,102.76,RP0018
C00018,2024-10-01,0.0179,106.89,RP0018
C00018,2024-11-01,0.0179,68.35,RP0018
C00018,2024-12-01,0.0179,253.24,RP0018
C00018,2025-01-01,0.0179,265.42,RP0018
C00018,2025-02-01,0.0179,84.53,RP0018
C00018,2025-03-01,0.0179,120.48,RP0018
C00018,2025-04-01,0.0179,160.37,RP0018
C00018,2025-05-01,0.0179,157.5,RP0018
C00018,2025-06-01,0.0179,363.41,RP0018
C00018,2025-07-01,0.0179,120.64,RP0018
C00018,2025-08-01,0.0179,25.63,RP0018
C00018,2025-09-01,0.0179,400.18,RP0018
C00018,2025-10-01,0.0179,136.47,RP0018
C00018,2025-11-01,0.0179,183.94,RP0018
C00018,2025-12-01,0.0179,51.32,RP0018
C00018,2026-01-01,0.0179,184.23,RP0018
C00018,2026-02-01,0.0179,23.95,RP0018
C00018,2026-03-01,0.0179,281.77,RP0018
C00018,2026-04-01,0.0179,68.92,RP0018
C00018,2026-05-01,0.0179,401.96,RP0018
C00018,2026-06-01,0.0179,318.47,RP0018
C00018,2026-07-01,0.0179,219.06,RP0018
C00018,2026-08-01,0.0179,101.0,RP0018
C00019,2024-09-01,0.0212,328.42,RP0019
C00019,2024-10-01,0.0212,34.96,RP0019
C00019,2024-11-01,0.0212,141.8,RP0019
C00019,2024-12-01,0.0212,40.99,RP0019
C00019,2025-01-01,0.0212,250.72,RP0019
C00019,2025-02-01,0.0212,185.67,RP0019
C00019,2025-03-01,0.0212,74.08,RP0019
C00019,2025-04-01,0.0212,222.58,RP0019
C00019,2025-05-01,0.0212,110.45,RP0019
C00019,2025-06-01,0.0212,147.69,RP0019
C00019,2025-07-01,0.0212,53.61,RP0019
C00019,2025-08-01,0.0212,5.81,RP0019
C00019,2025-09-01,0.0212,322.43,RP0019
C00019,2025-10-01,0.0212,67.25,RP0019
C00019,2025-11-01,0.0212,18.73,RP0019
C00019,2025-12-01,0.0212,97.26,RP0019
C00019,2026-01-01,0.0212,77.19,RP0019
C00019,2026-03-01,0.0212,156.04,RP0019
C00019,2026-05-01,0.0212,78.7,RP0019
C00019,2026-07-01,0.0212,80.36,RP0019
C00019,2026-08-01,0.0212,244.64,RP0019
C00020,2024-09-01,0.0179,98.93,RP0020
C00020,2024-10-01,0.0179,113.63,RP0020
C00020,2024-11-01,0.0179,87.99,RP0020
C00020,2024-12-01,0.0179,179.51,RP0020
C00020,2025-01-01,0.0179,159.61,RP0020
C00020,2025-02-01,0.0179,101.27,RP0020
C00020,2025-03-01,0.0179,154.07,RP0020
C00020,2025-04-01,0.0179,63.19,RP0020
C00020,2025-07-01,0.0179,161.1,RP0020
C00020,2025-08-01,0.0179,119.1,RP0020
C00020,2025-09-01,0.0179,72.71,RP0020
C00020,2025-10-01,0.0179,45.56,RP0020
C00020,2025-11-01,0.0179,173.81,RP0020
C00020,2025-12-01,0.0179,154.35,RP0020
C00020,2026-01-01,0.0179,84.15,RP0020
C00020,2026-02-01,0.0179,133.15,RP0020
C00020,2026-03-01,0.0179,155.46,RP0020
C00020,2026-04-01,0.0179,34.45,RP0020
C00020,2026-05-01,0.0179,131.98,RP0020
C00020,2026-06-01,0.0179,29.01,RP0020
C00021,2024-10-01,0.0183,222.71,RP0021
C00021,2024-11-01,0.0183,87.65,RP0021
C00021,2024-12-01,0.0183,10.56,RP0021
C00021,2025-01-01,0.0183,300.7,RP0021
C00021,2025-02-01,0.0183,277.17,RP0021
C00021,2025-03-01,0.0183,67.49,RP0021
C00021,2025-04-01,0.0183,138.88,RP0021
C00021,2025-05-01,0.0183,47.51,RP0021
C00021,2025-06-01,0.0183,144.37,RP0021
C00021,2025-07-01,0.0183,263.38,RP0021
C00021,2025-08-01,0.0183,92.22,RP0021
C00021,2025-09-01,0.0183,184.38,RP0021
C00021,2025-10-01,0.0183,128.7,RP0021
C00021,2025-11-01,0.0183,156.01,RP0021
C00021,2025-12-01,0.0183,40.33,RP0021
C00021,2026-01-01,0.0183,176.06,RP0021
C00021,2026-02-01,0.0183,133.8,RP0021
C00021,2026-03-01,0.0183,251.96,RP0021
C00021,2026-04-01,0.0183,111.68,RP0021
C00021,2026-06-01,0.0183,271.68,RP0021
C00021,2026-07-01,0.0183,74.55,RP0021
C00021,2026-08-01,0.0183,384.76,RP0021
C00022,2024-09-01,0.0207,73.67,RP0022
C00022,2024-10-01,0.0207,152.93,RP0022
C00022,2024-11-01,0.0207,337.55,RP0022
C00022,2024-12-01,0.0207,47.78,RP0022
C00022,2025-01-01,0.0207,32.62,RP0022
C00022,2025-02-01,0.0207,95.12,RP0022
C00022,2025-03-01,0.0207,170.84,RP0022
C00022,2025-04-01,0.0207,168.38,RP0022
C00022,2025-05-01,0.0207,153.68,RP0022
C00022,2025-06-01,0.0207,50.13,RP0022
C00022,2025-07-01,0.0207,80.16,RP0022
C00022,2025-08-01,0.0207,154.28,RP0022
C00022,2025-09-01,0.0207,239.63,RP0022
C00022,2025-10-01,0.0207,29.38,RP0022
C00022,2025-11-01,0.0207,149.47,RP0022
C00022,2025-12-01,0.0207,208.23,RP0022
C00022,2026-01-01,0.0207,71.73,RP0022
C00022,2026-02-01,0.0207,223.52,RP0022
C00022,2026-03-01,0.0207,73.6,RP0022
C00022,2026-05-01,0.0207,174.1,RP0022
C00022,2026-06-01,0.0207,227.61,RP0022
C00022,2026-07-01,0.0207,133.82,RP0022
C00022,2026-08-01,0.0207,196.69,RP0022
C00023,2024-09-01,0.0173,62.61,RP0023
C00023,2024-10-01,0.0173,152.83,RP0023
C00023,2024-11-01,0.0173,52.26,RP0023
C00023,2024-12-01,0.0173,47.7,RP0023
C00023,2025-01-01,0.0173,85.72,RP0023
C00023,2025-02-01,0.0173,104.2,RP0023
C00023,2025-03-01,0.0173,9.93,RP0023
C00023,2025-04-01,0.0173,170.29,RP0023
C00023,2025-05-01,0.0173,84.13,RP0023
C00023,2025-06-01,0.0173,55.85,RP0023
C00023,2025-07-01,0.0173,71.69,RP0023
C00023,2025-08-01,0.0173,111.58,RP0023
C00023,2025-09-01,0.0173,16.81,RP0023
C00023,2025-10-01,0.0173,250.28,RP0023
C00023,2025-11-01,0.0173,92.09,RP0023
C00023,2025-12-01,0.0173,231.57,RP0023
C00023,2026-01-01,0.0173,29.2,RP0023
C00023,2026-02-01,0.0173,97.94,RP0023
C00023,2026-03-01,0.0173,110.63,RP0023
C00023,2026-04-01,0.0173,57.35,RP0023
C00023,2026-05-01,0.0173,105.66,RP0023
C00023,2026-06-01,0.0173,10.22,RP0023
C00023,2026-07-01,0.0173,282.9,RP0023
C00023,2026-08-01,0.0173,261.76,RP0023
C00024,2024-09-01,0.0154,35.6,RP0024
C00024,2024-10-01,0.0154,23.08,RP0024
C00024,2024-11-01,0.0154,3.31,RP0024
C00024,2025-02-01,0.0154,159.28,RP0024
C00024,2025-03-01,0.0154,196.51,RP0024
C00024,2025-04-01,0.0154,77.94,RP0024
C00024,2025-05-01,0.0154,71.48,RP0024
C00024,2025-06-01,0.0154,92.49,RP0024
