Commission_ID,Transaction_ID,Invoice_Line_ID,Sales_Rep_ID,Customer_ID,Product_ID,Commission_Date,Commission_Type,Commission_Rate,Commission_Amount
COM0000036,T0000036,IL0000036,SR036,C00101,P0094,2026-11-18,New Account,0.0226,8.05
COM0000037,T0000037,IL0000037,SR037,C00210,P0084,2026-11-14,Standard,0.0647,64.08
COM0000038,T0000038,IL0000038,SR038,C00281,P0001,2026-02-20,New Account,0.0388,15.51
COM0000039,T0000039,IL0000039,SR039,C00338,P0022,2025-06-23,Standard,0.0435,80.71
COM0000040,T0000040,IL0000040,SR040,C00013,P0012,2025-05-31,Accelerator,0.0144,22.67
COM0000041,T0000041,IL0000041,SR001,C00125,P0038,2026-02-14,Standard,0.0466,22.42
COM0000042,T0000042,IL0000042,SR002,C00234,P0035,2025-05-05,New Account,0.023,63.09
COM0000043,T0000043,IL0000043,SR003,C00229,P0041,2026-07-16,New Account,0.0523,39.69
COM0000044,T0000044,IL0000044,SR004,C00366,P0074,2025-03-21,New Account,0.0535,29.84
COM0000045,T0000045,IL0000045,SR005,C00209,P0085,2026-03-01,Standard,0.0576,67.36
COM0000046,T0000046,IL0000046,SR006,C00195,P0123,2026-08-13,Standard,0.0485,31.48
COM0000047,T0000047,IL0000047,SR007,C00250,P0057,2025-08-14,Standard,0.0269,33.18
COM0000048,T0000048,IL0000048,SR008,C00274,P0007,2026-09-30,Standard,0.019,40.51
COM0000049,T0000049,IL0000049,SR009,C00168,P0087,2026-04-11,Accelerator,0.0378,43.36
COM0000050,T0000050,IL0000050,SR010,C00115,P0018,2025-12-25,Standard,0.0385,7.45
COM0000051,T0000051,IL0000051,SR011,C00239,P0066,2025-08-12,Standard,0.0408,21.9
COM0000052,T0000052,IL0000052,SR012,C00295,P0097,2025-11-16,Accelerator,0.0528,7.88
COM0000053,T0000053,IL0000053,SR013,C00408,P0145,2025-05-04,Accelerator,0.0139,14.4
COM0000054,T0000054,IL0000054,SR014,C00492,P0093,2026-03-20,Standard,0.0126,5.0
COM0000055,T0000055,IL0000055,SR015,C00423,P0069,2026-03-23,Standard,0.0588,70.03
COM0000056,T0000056,IL0000056,SR016,C00254,P0084,2025-01-30,New Account,0.0238,15.93
COM0000057,T0000057,IL0000057,SR017,C00044,P0062,2025-07-15,Accelerator,0.0522,82.42
COM0000058,T0000058,IL0000058,SR018,C00355,P0063,2026-02-19,New Account,0.0254,25.42
COM0000059,T0000059,IL0000059,SR019,C00119,P0031,2025-09-15,Standard,0.0537,16.21
COM0000060,T0000060,IL0000060,SR020,C00306,P0073,2026-06-22,Accelerator,0.0383,13.94
COM0000061,T0000061,IL0000061,SR021,C00358,P0033,2025-10-27,Accelerator,0.0567,28.55
COM0000062,T0000062,IL0000062,SR022,C00059,P0017,2026-05-05,Standard,0.0355,12.95
COM0000063,T0000063,IL0000063,SR023,C00286,P0107,2025-05-02,Accelerator,0.0301,30.12
COM0000064,T0000064,IL0000064,SR024,C00313,P0026,2025-03-03,New Account,0.0471,17.73
COM0000065,T0000065,IL0000065,SR025,C00150,P0009,2026-04-27,New Account,0.0145,16.46
COM0000066,T0000066,IL0000066,SR026,C00412,P0051,2026-11-09,Standard,0.0139,4.82
COM0000067,T0000067,IL0000067,SR027,C00472,P0074,2026-08-06,Standard,0.0156,5.68
COM0000068,T0000068,IL0000068,SR028,C00377,P0083,2026-03-19,New Account,0.0423,5.13
COM0000069,T0000069,IL0000069,SR029,C00296,P0011,2025-10-03,New Account,0.0157,21.76
COM0000070,T0000070,IL0000070,SR030,C00179,P0105,2026-04-27,Standard,0.0383,44.16
COM0000071,T0000071,IL0000071,SR031,C00019,P0117,2026-07-18,New Account,0.0423,22.46
COM0000072,T0000072,IL0000072,SR032,C00212,P0014,2026-04-19,Accelerator,0.0117,12.52
COM0000073,T0000073,IL0000073,SR033,C00451,P0125,2026-03-25,New Account,0.0169,3.06
COM0000074,T0000074,IL0000074,SR034,C00237,P0031,2025-04-27,Accelerator,0.0639,166.27
COM0000075,T0000075,IL0000075,SR035,C00197,P0049,2025-05-29,New Account,0.0307,68.35
COM0000076,T0000076,IL0000076,SR036,C00421,P0001,2025-10-01,New Account,0.046,61.6
COM0000077,T0000077,IL0000077,SR037,C00194,P0117,2026-07-11,New Account,0.065,67.28
COM0000078,T0000078,IL0000078,SR038,C00198,P0039,2026-01-26,New Account,0.0502,2.03
COM0000079,T0000079,IL0000079,SR039,C00370,P0037,2025-01-16,Accelerator,0.0477,5.29
COM0000080,T0000080,IL0000080,SR040,C00440,P0137,2026-11-22,Accelerator,0.0314,34.14
COM0000081,T0000081,IL0000081,SR001,C00117,P0024,2025-10-22,New Account,0.0624,27.05
COM0000082,T0000082,IL0000082,SR002,C00151,P0092,2025-02-27,Standard,0.0264,11.96
COM0000083,T0000083,IL0000083,SR003,C00350,P0062,2026-09-27,New Account,0.0253,5.65
COM0000084,T0000084,IL0000084,SR004,C00081,P0019,2026-07-14,Accelerator,0.0513,95.48
COM0000085,T0000085,IL0000085,SR005,C00055,P0061,2026-05-10,Accelerator,0.0636,83.92
COM0000086,T0000086,IL0000086,SR006,C00399,P0013,2026-12-04,Standard,0.0495,110.69
COM0000087,T0000087,IL0000087,SR007,C00348,P0036,2025-09-14,Standard,0.0626,5.11
COM0000088,T0000088,IL0000088,SR008,C00103,P0034,2025-06-29,Accelerator,0.0469,51.32
COM0000089,T0000089,IL0000089,SR009,C00412,P0030,2025-12-13,New Account,0.0599,4.79
COM0000090,T0000090,IL0000090,SR010,C00047,P0102,2026-01-10,Accelerator,0.0282,23.07
COM0000091,T0000091,IL0000091,SR011,C00346,P0060,2025-04-21,Standard,0.0291,2.89
COM0000092,T0000092,IL0000092,SR012,C00155,P0105,2026-12-19,Accelerator,0.0403,3.48
COM0000093,T0000093,IL0000093,SR013,C00344,P0139,2026-01-15,Standard,0.0644,48.78
COM0000094,T0000094,IL0000094,SR014,C00228,P0114,2025-08-11,New Account,0.0584,17.12
COM0000095,T0000095,IL0000095,SR015,C00486,P0117,2025-05-06,New Account,0.0159,12.11
COM0000096,T0000096,IL0000096,SR016,C00425,P0142,2025-03-12,Standard,0.013,12.9
COM0000097,T0000097,IL0000097,SR017,C00277,P0065,2025-05-14,Accelerator,0.0642,28.26
COM0000098,T0000098,IL0000098,SR018,C00065,P0108,2025-02-23,Standard,0.0106,5.04
COM0000099,T0000099,IL0000099,SR019,C00373,P0134,2025-02-14,Accelerator,0.0621,104.72
COM0000100,T0000100,IL0000100,SR020,C00038,P0021,2026-03-31,Accelerator,0.0605,6.3
COM0000101,T0000101,IL0000101,SR021,C00259,P0111,2026-04-10,New Account,0.0257,13.57
COM0000102,T0000102,IL0000102,SR022,C00424,P0117,2025-12-14,Standard,0.045,81.09
COM0000103,T0000103,IL0000103,SR023,C00426,P0022,2025-04-04,New Account,0.0453,15.86
COM0000104,T0000104,IL0000104,SR024,C00211,P0091,2025-05-06,Accelerator,0.0104,3.0
COM0000105,T0000105,IL0000105,SR025,C00180,P0143,2025-04-21,New Account,0.0131,6.48
COM0000106,T0000106,IL0000106,SR026,C00286,P0007,2026-10-21,New Account,0.0342,4.48
COM0000107,T0000107,IL0000107,SR027,C00206,P0018,2026-11-05,New Account,0.0245,0.69
COM0000108,T0000108,IL0000108,SR028,C00306,P0022,2026-08-05,New Account,0.0117,2.14
COM0000109,T0000109,IL0000109,SR029,C00111,P0132,2025-10-07,Standard,0.0468,42.33
COM0000110,T0000110,IL0000110,SR030,C00029,P0002,2026-09-06,Standard,0.0329,49.6
COM0000111,T0000111,IL0000111,SR031,C00195,P0137,2025-05-13,New Account,0.0301,48.41
COM0000112,T0000112,IL0000112,SR032,C00442,P0081,2025-03-21,New Account,0.0547,75.8
COM0000113,T0000113,IL0000113,SR033,C00236,P0093,2026-09-25,Accelerator,0.0483,100.47
COM0000114,T0000114,IL0000114,SR034,C00399,P0044,2025-12-08,New Account,0.0554,99.77
COM0000115,T0000115,IL0000115,SR035,C00121,P0027,2025-06-01,New Account,0.0117,3.92
COM0000116,T0000116,IL0000116,SR036,C00390,P0149,2026-08-01,Standard,0.021,39.52
COM0000117,T0000117,IL0000117,SR037,C00156,P0071,2026-10-09,Standard,0.0239,3.32
COM0000118,T0000118,IL0000118,SR038,C00315,P0130,2025-04-03,Standard,0.041,62.19
COM0000119,T0000119,IL0000119,SR039,C00244,P0129,2026-09-12,New Account,0.0109,1.73
COM0000120,T0000120,IL0000120,SR040,C00225,P0113,2026-12-26,New Account,0.0415,76.65
COM0000121,T0000121,IL0000121,SR001,C00332,P0086,2026-10-09,Accelerator,0.06,16.17
COM0000122,T0000122,IL0000122,SR002,C00042,P0150,2025-12-08,New Account,0.025,17.13
COM0000123,T0000123,IL0000123,SR003,C00406,P0085,2026-10-21,New Account,0.0611,26.53
COM0000124,T0000124,IL0000124,SR004,C00099,P0058,2026-05-13,New Account,0.0157,1.79
COM0000125,T0000125,IL0000125,SR005,C00449,P0034,2025-12-11,New Account,0.0244,10.86
COM0000126,T0000126,IL0000126,SR006,C00347,P0061,2026-01-09,Standard,0.0298,36.36
COM0000127,T0000127,IL0000127,SR007,C00189,P0147,2025-07-18,New Account,0.05,95.02
COM0000128,T0000128,IL0000128,SR008,C00027,P0124,2025-09-14,Accelerator,0.0265,73.84
COM0000129,T0000129,IL0000129,SR009,C00076,P0112,2026-06-10,Accelerator,0.0603,57.9
COM0000130,T0000130,IL0000130,SR010,C00192,P0058,2025-03-25,New Account,0.0213,32.27
COM0000131,T0000131,IL0000131,SR011,C00426,P0036,2026-12-14,New Account,0.0396,60.49
COM0000132,T0000132,IL0000132,SR012,C00057,P0074,2026-03-10,Standard,0.0145,4.24
COM0000133,T0000133,IL0000133,SR013,C00009,P0132,2026-07-03,Standard,0.0332,34.28
COM0000134,T0000134,IL0000134,SR014,C00500,P0093,2026-06-21,Standard,0.0545,90.91
COM0000135,T0000135,IL0000135,SR015,C00130,P0005,2026-01-18,Accelerator,0.0545,7.94
COM0000136,T0000136,IL0000136,SR016,C00174,P0045,2026-07-14,Accelerator,0.0183,30.19
COM0000137,T0000137,IL0000137,SR017,C00454,P0011,2025-07-24,Standard,0.0212,19.17
COM0000138,T0000138,IL0000138,SR018,C00444,P0085,2025-02-18,Accelerator,0.0588,34.43
COM0000139,T0000139,IL0000139,SR019,C00255,P0095,2026-12-10,New Account,0.0264,31.48
COM0000140,T0000140,IL0000140,SR020,C00168,P0076,2025-03-23,New Account,0.0123,18.67
COM0000141,T0000141,IL0000141,SR021,C00141,P0015,2026-03-22,New Account,0.0542,44.7
COM0000142,T0000142,IL0000142,SR022,C00065,P0018,2025-02-05,Accelerator,0.0319,25.4
COM0000143,T0000143,IL0000143,SR023,C00294,P0036,2025-03-20,Accelerator,0.0292,26.26
COM0000144,T0000144,IL0000144,SR024,C00061,P0068,2026-07-30,Standard,0.0235,14.23
COM0000145,T0000145,IL0000145,SR025,C00461,P0114,2025-06-26,Standard,0.0409,48.44
COM0000146,T0000146,IL0000146,SR026,C00327,P0045,2026-12-19,Standard,0.0334,24.18
COM0000147,T0000147,IL0000147,SR027,C00412,P0142,2026-04-24,Standard,0.0158,0.97
COM0000148,T0000148,IL0000148,SR028,C00498,P0082,2025-05-09,New Account,0.0266,32.47
COM0000149,T0000149,IL0000149,SR029,C00222,P0129,2025-05-13,Accelerator,0.0113,4.3
COM0000150,T0000150,IL0000150,SR030,C00434,P0021,2025-10-18,New Account,0.0152,11.11
COM0000151,T0000151,IL0000151,SR031,C00079,P0044,2026-08-18,Accelerator,0.0383,59.96
COM0000152,T0000152,IL0000152,SR032,C00108,P0147,2026-10-29,Standard,0.0593,5.77
COM0000153,T0000153,IL0000153,SR033,C00233,P0019,2025-11-01,Accelerator,0.0362,15.09
COM0000154,T0000154,IL0000154,SR034,C00500,P0103,2025-12-20,New Account,0.0268,31.79
COM0000155,T0000155,IL0000155,SR035,C00443,P0108,2026-01-29,Standard,0.0197,13.76
COM0000156,T0000156,IL0000156,SR036,C00255,P0006,2025-11-12,Standard,0.0499,54.71
COM0000157,T0000157,IL0000157,SR037,C00345,P0121,2026-11-01,New Account,0.0524,11.55
COM0000158,T0000158,IL0000158,SR038,C00292,P0144,2025-02-22,New Account,0.0621,73.26
COM0000159,T0000159,IL0000159,SR039,C00066,P0025,2025-05-02,New Account,0.0547,88.16
COM0000160,T0000160,IL0000160,SR040,C00020,P0036,2025-02-16,Standard,0.0222,33.67
COM0000161,T0000161,IL0000161,SR001,C00379,P0077,2026-09-24,Accelerator,0.0635,62.73
COM0000162,T0000162,IL0000162,SR002,C00214,P0150,2025-04-23,Standard,0.0611,6.41
COM0000163,T0000163,IL0000163,SR003,C00088,P0135,2026-05-07,Accelerator,0.0579,23.15
COM0000164,T0000164,IL0000164,SR004,C00212,P0053,2025-06-05,New Account,0.0158,31.1
COM0000165,T0000165,IL0000165,SR005,C00340,P0123,2025-11-29,Standard,0.0135,10.2
COM0000166,T0000166,IL0000166,SR006,C00412,P0068,2026-10-21,Standard,0.0623,42.59
COM0000167,T0000167,IL0000167,SR007,C00354,P0126,2025-08-01,New Account,0.0268,25.78
COM0000168,T0000168,IL0000168,SR008,C00420,P0089,2026-02-09,Accelerator,0.0583,9.03
COM0000169,T0000169,IL0000169,SR009,C00139,P0144,2026-07-06,Accelerator,0.0625,8.17
COM0000170,T0000170,IL0000170,SR010,C00212,P0085,2025-04-13,Standard,0.0181,7.08
COM0000171,T0000171,IL0000171,SR011,C00245,P0052,2026-05-03,Accelerator,0.0451,26.77
COM0000172,T0000172,IL0000172,SR012,C00468,P0045,2025-02-08,New Account,0.0278,25.72
COM0000173,T0000173,IL0000173,SR013,C00449,P0010,2025-10-24,New Account,0.0128,13.27
COM0000174,T0000174,IL0000174,SR014,C00436,P0130,2025-05-18,Accelerator,0.0317,12.12
COM0000175,T0000175,IL0000175,SR015,C00291,P0050,2025-10-30,New Account,0.026,47.8
COM0000176,T0000176,IL0000176,SR016,C00004,P0067,2025-09-12,Standard,0.0147,9.47
COM0000177,T0000177,IL0000177,SR017,C00032,P0031,2025-08-30,New Account,0.0457,15.66
COM0000178,T0000178,IL0000178,SR018,C00189,P0057,2025-10-30,Standard,0.0282,10.84
COM0000179,T0000179,IL0000179,SR019,C00423,P0056,2026-11-12,New Account,0.0327,8.16
COM0000180,T0000180,IL0000180,SR020,C00294,P0138,2025-07-27,New Account,0.057,19.92
COM0000181,T0000181,IL0000181,SR021,C00233,P0034,2025-02-26,Accelerator,0.0223,25.9
COM0000182,T0000182,IL0000182,SR022,C00297,P0019,2025-08-12,Accelerator,0.0311,27.45
COM0000183,T0000183,IL0000183,SR023,C00093,P0035,2026-02-23,Standard,0.0467,92.41
COM0000184,T0000184,IL0000184,SR024,C00069,P0090,2026-07-07,Accelerator,0.0567,56.37
COM0000185,T0000185,IL0000185,SR025,C00345,P0140,2026-04-20,New Account,0.0438,55.24
COM0000186,T0000186,IL0000186,SR026,C00415,P0108,2025-02-02,Accelerator,0.0179,0.6
COM0000187,T0000187,IL0000187,SR027,C00206,P0113,2025-02-15,Accelerator,0.026,19.74
COM0000188,T0000188,IL0000188,SR028,C00296,P0083,2025-11-23,Standard,0.0136,18.81
COM0000189,T0000189,IL0000189,SR029,C00321,P0110,2025-06-29,New Account,0.0179,5.3
COM0000190,T0000190,IL0000190,SR030,C00193,P0048,2025-11-04,Accelerator,0.0236,18.31
COM0000191,T0000191,IL0000191,SR031,C00286,P0136,2026-03-03,Standard,0.0197,12.39
COM0000192,T0000192,IL0000192,SR032,C00027,P0069,2025-07-15,New Account,0.0604,12.85
COM0000193,T0000193,IL0000193,SR033,C00156,P0004,2025-12-07,New Account,0.0169,17.45
COM0000194,T0000194,IL0000194,SR034,C00283,P0083,2025-09-03,Standard,0.0127,13.44
COM0000195,T0000195,IL0000195,SR035,C00390,P0082,2026-04-26,New Account,0.0435,31.57
COM0000196,T0000196,IL0000196,SR036,C00152,P0040,2026-03-04,Standard,0.0218,11.18
COM0000197,T0000197,IL0000197,SR037,C00495,P0126,2026-05-16,Standard,0.0284,20.14
COM0000198,T0000198,IL0000198,SR038,C00269,P0009,2025-03-02,New Account,0.0582,13.37
COM0000199,T0000199,IL0000199,SR039,C00031,P0124,2026-01-18,Accelerator,0.0425,0.33
COM0000200,T0000200,IL0000200,SR040,C00346,P0111,2026-12-16,Accelerator,0.0184,10.16
COM0000201,T0000201,IL0000201,SR001,C00192,P0104,2025-03-22,Standard,0.0387,32.92
COM0000202,T0000202,IL0000202,SR002,C00048,P0104,2025-02-02,New Account,0.0389,50.6
COM0000203,T0000203,IL0000203,SR003,C00440,P0025,2026-08-03,Accelerator,0.0228,1.52
COM0000204,T0000204,IL0000204,SR004,C00461,P0140,2025-10-15,Standard,0.0221,1.02
COM0000205,T0000205,IL0000205,SR005,C00154,P0042,2025-03-20,Accelerator,0.0356,26.64
COM0000206,T0000206,IL0000206,SR006,C00371,P0021,2026-12-07,Accelerator,0.0185,4.05
COM0000207,T0000207,IL0000207,SR007,C00016,P0070,2025-12-01,Standard,0.054,40.9
COM0000208,T0000208,IL0000208,SR008,C00409,P0064,2025-10-30,New Account,0.0476,7.17
COM0000209,T0000209,IL0000209,SR009,C00228,P0093,2025-11-12,New Account,0.0192,2.14
COM0000210,T0000210,IL0000210,SR010,C00306,P0084,2025-04-06,Standard,0.0601,1.91
COM0000211,T0000211,IL0000211,SR011,C00351,P0098,2025-06-23,Standard,0.0535,13.71
COM0000212,T0000212,IL0000212,SR012,C00129,P0064,2026-01-05,Accelerator,0.0207,11.88
COM0000213,T0000213,IL0000213,SR013,C00172,P0111,2026-03-27,Standard,0.0493,12.55
COM0000214,T0000214,IL0000214,SR014,C00325,P0126,2026-12-13,Accelerator,0.0165,8.47
COM0000215,T0000215,IL0000215,SR015,C00350,P0141,2025-07-04,Standard,0.045,105.75
COM0000216,T0000216,IL0000216,SR016,C00256,P0036,2026-11-21,Accelerator,0.0486,20.33
COM0000217,T0000217,IL0000217,SR017,C00260,P0108,2026-07-02,New Account,0.0527,9.58
COM0000218,T0000218,IL0000218,SR018,C00341,P0091,2026-11-05,New Account,0.053,7.82
COM0000219,T0000219,IL0000219,SR019,C00133,P0057,2025-04-11,Standard,0.0287,47.4
COM0000220,T0000220,IL0000220,SR020,C00177,P0007,2025-06-04,Accelerator,0.0448,8.64
COM0000221,T0000221,IL0000221,SR021,C00267,P0124,2025-07-31,Accelerator,0.0639,25.31
COM0000222,T0000222,IL0000222,SR022,C00332,P0028,2025-12-18,Accelerator,0.034,25.07
COM0000223,T0000223,IL0000223,SR023,C00328,P0111,2025-07-10,Standard,0.0445,5.77
COM0000224,T0000224,IL0000224,SR024,C00415,P0017,2026-12-22,New Account,0.0157,7.36
COM0000225,T0000225,IL0000225,SR025,C00161,P0100,2026-10-17,Standard,0.0261,34.79
COM0000226,T0000226,IL0000226,SR026,C00303,P0022,2026-09-22,Accelerator,0.0163,4.97
COM0000227,T0000227,IL0000227,SR027,C00217,P0048,2026-01-28,New Account,0.0158,31.87
COM0000228,T0000228,IL0000228,SR028,C00318,P0014,2026-04-07,Standard,0.0467,1.92
COM0000229,T0000229,IL0000229,SR029,C00431,P0114,2026-12-29,Accelerator,0.0169,2.31
COM0000230,T0000230,IL0000230,SR030,C00290,P0127,2026-04-14,Accelerator,0.0396,18.85
COM0000231,T0000231,IL0000231,SR031,C00280,P0056,2026-03-28,Accelerator,0.0406,16.79
COM0000232,T0000232,IL0000232,SR032,C00225,P0031,2025-03-31,Standard,0.0477,45.02
COM0000233,T0000233,IL0000233,SR033,C00417,P0053,2025-07-31,Accelerator,0.064,81.27
COM0000234,T0000234,IL0000234,SR034,C00461,P0025,2026-06-11,Standard,0.0166,33.61
COM0000235,T0000235,IL0000235,SR035,C00390,P0101,2025-09-11,Standard,0.0213,10.61
COM0000236,T0000236,IL0000236,SR036,C00384,P0072,2026-06-12,Standard,0.0332,80.98
COM0000237,T0000237,IL0000237,SR037,C00358,P0092,2026-11-12,Accelerator,0.019,22.51
COM0000238,T0000238,IL0000238,SR038,C00290,P0125,2025-05-14,Standard,0.0563,1.76
COM0000239,T0000239,IL0000239,SR039,C00104,P0034,2026-03-15,Standard,0.037,27.83
COM0000240,T0000240,IL0000240,SR040,C00203,P0079,2025-02-23,Standard,0.0112,17.46
COM0000241,T0000241,IL0000241,SR001,C00005,P0088,2025-01-10,Standard,0.0125,21.61
COM0000242,T0000242,IL0000242,SR002,C00071,P0098,2025-11-03,Accelerator,0.0371,3.78
COM0000243,T0000243,IL0000243,SR003,C00316,P0114,2026-02-26,Accelerator,0.0225,10.36
COM0000244,T0000244,IL0000244,SR004,C00142,P0022,2025-09-11,New Account,0.0407,72.12
COM0000245,T0000245,IL0000245,SR005,C00266,P0131,2025-07-30,Standard,0.0435,32.0
COM0000246,T0000246,IL0000246,SR006,C00037,P0136,2026-09-01,Standard,0.0203,38.39
COM0000247,T0000247,IL0000247,SR007,C00009,P0018,2025-03-16,New Account,0.0262,9.4
COM0000248,T0000248,IL0000248,SR008,C00360,P0103,2026-03-10,Accelerator,0.0407,73.92
COM0000249,T0000249,IL0000249,SR009,C00201,P0017,2025-12-01,Accelerator,0.0304,54.25
COM0000250,T0000250,IL0000250,SR010,C00342,P0045,2025-11-13,Accelerator,0.0218,1.41
COM0000251,T0000251,IL0000251,SR011,C00191,P0033,2025-06-20,Accelerator,0.0648,34.99
COM0000252,T0000252,IL0000252,SR012,C00255,P0117,2025-03-20,Accelerator,0.0102,2.33
COM0000253,T0000253,IL0000253,SR013,C00117,P0131,2025-04-29,Standard,0.0229,5.74
COM0000254,T0000254,IL0000254,SR014,C00284,P0108,2025-02-06,Standard,0.0544,26.88
COM0000255,T0000255,IL0000255,SR015,C00092,P0058,2025-02-23,Standard,0.0119,3.37
COM0000256,T0000256,IL0000256,SR016,C00189,P0052,2025-01-09,Accelerator,0.0491,121.86
COM0000257,T0000257,IL0000257,SR017,C00390,P0063,2026-07-14,Standard,0.0432,2.58
COM0000258,T0000258,IL0000258,SR018,C00193,P0079,2026-11-05,New Account,0.0481,32.92
COM0000259,T0000259,IL0000259,SR019,C00460,P0134,2025-08-26,Accelerator,0.0434,42.6
COM0000260,T0000260,IL0000260,SR020,C00223,P0034,2025-03-05,New Account,0.0261,12.99
COM0000261,T0000261,IL0000261,SR021,C00484,P0052,2025-03-18,Accelerator,0.0108,1.45
COM0000262,T0000262,IL0000262,SR022,C00238,P0068,2025-11-12,Accelerator,0.0448,4.57
COM0000263,T0000263,IL0000263,SR023,C00365,P0064,2025-04-04,Standard,0.0611,67.78
COM0000264,T0000264,IL0000264,SR024,C00128,P0025,2026-07-18,Standard,0.0648,32.18
COM0000265,T0000265,IL0000265,SR025,C00352,P0022,2026-01-17,Accelerator,0.0554,76.9
COM0000266,T0000266,IL0000266,SR026,C00063,P0011,2025-12-06,New Account,0.0595,3.79
COM0000267,T0000267,IL0000267,SR027,C00466,P0048,2025-08-08,Standard,0.034,26.05
COM0000268,T0000268,IL0000268,SR028,C00032,P0023,2026-05-06,New Account,0.0435,17.93
COM0000269,T0000269,IL0000269,SR029,C00401,P0092,2026-01-27,Accelerator,0.0243,58.35
COM0000270,T0000270,IL0000270,SR030,C00459,P0072,2025-01-31,Accelerator,0.0145,19.03
COM0000271,T0000271,IL0000271,SR031,C00392,P0057,2025-02-27,Standard,0.0222,18.23
COM0000272,T0000272,IL0000272,SR032,C00015,P0091,2026-08-29,Accelerator,0.026,14.8
COM0000273,T0000273,IL0000273,SR033,C00047,P0015,2025-02-08,Accelerator,0.0207,2.08
COM0000274,T0000274,IL0000274,SR034,C00031,P0006,2025-11-28,Accelerator,0.0594,34.11
COM0000275,T0000275,IL0000275,SR035,C00173,P0078,2025-04-14,New Account,0.0211,15.25
COM0000276,T0000276,IL0000276,SR036,C00356,P0092,2026-07-30,Accelerator,0.0346,13.8
COM0000277,T0000277,IL0000277,SR037,C00017,P0047,2026-08-05,New Account,0.0172,27.09
COM0000278,T0000278,IL0000278,SR038,C00178,P0082,2025-09-01,Accelerator,0.0164,6.64
COM0000279,T0000279,IL0000279,SR039,C00132,P0028,2025-12-25,Accelerator,0.0133,1.51
